sample	celltype
X1772092005_E12	neurons
X1772058147_D08	neurons
X1772084021_B02	neurons
X1772096127_A01	neurons
X1772084020_E07	neurons
X1772078028_A05	neurons
X1772078029_H12	neurons
X1772096127_G02	neurons
X1772096127_B11	neurons
X1772096171_C07	neurons
X1772075319_F09	neurons
X1772075319_D12	neurons
X1772092008_E10	neurons
X1772096132_D09	neurons
X1772075309_A07	neurons
X1772092005_D09	neurons
X1772078022_E03	neurons
X1772084021_F09	neurons
X1772075310_B11	neurons
X1772075319_F02	neurons
X1772078031_A05	neurons
X1772084020_H12	neurons
X1772078016_B08	neurons
X1772075309_H11	neurons
X1772075310_H04	neurons
X1772096127_C01	neurons
X1772096161_B02	neurons
X1772096099_H02	neurons
X1772075310_B08	neurons
X1772075310_A11	neurons
X1772078017_B08	neurons
X1772092008_H03	neurons
X1772092008_F06	neurons
X1772096126_D09	neurons
X1772096138_B06	neurons
X1772075317_E07	neurons
X1772075310_G02	neurons
X1772078029_B05	neurons
X1772078031_D12	neurons
X1772075309_F12	neurons
X1772075309_A03	neurons
X1772078016_F10	neurons
X1772078014_D10	neurons
X1772096168_C03	neurons
X1772058147_A10	neurons
X1772075309_A05	neurons
X1772075309_G06	neurons
X1772075310_C03	neurons
X1772078016_B07	neurons
X1772078017_B07	neurons
X1772078017_C11	neurons
X1772078022_F04	neurons
X1772096132_A10	neurons
X1772096138_D02	neurons
X1772096173_C12	neurons
X1772078031_G12	neurons
X1772078013_A12	neurons
X1772084021_E06	neurons
X1772075319_G01	neurons
X1772075319_D09	neurons
X1772096144_C07	neurons
X1772096168_A03	neurons
X1772096128_E04	neurons
X1772084017_H07	neurons
X1772075309_E11	neurons
X1772075309_F11	neurons
X1772078018_C09	neurons
X1772075304_H10	neurons
X1772075305_H02	neurons
X1772075309_A12	neurons
X1772078029_C06	neurons
X1772078029_H06	neurons
X1772078030_A06	neurons
X1772078031_B08	neurons
X1772078016_D09	neurons
X1772078022_F06	neurons
X1772096100_H05	neurons
X1772096100_D10	neurons
X1772096103_B04	neurons
X1772096132_G11	neurons
X1772096133_E11	neurons
X1772096134_C02	neurons
X1772096138_A07	neurons
X1772084020_D04	neurons
X1772096138_H04	neurons
X1772078031_A04	neurons
X1772078016_C03	neurons
X1772096136_G03	neurons
X1772096138_C01	neurons
X1772096144_A03	neurons
X1772096101_E03	neurons
X1772075305_G04	neurons
X1772075309_H07	neurons
X1772058147_G03	neurons
X1772075310_B12	neurons
X1772078028_C05	neurons
X1772078028_E10	neurons
X1772078029_E05	neurons
X1772078016_D10	neurons
X1772078023_B10	neurons
X1772096126_B08	neurons
X1772096127_A04	neurons
X1772096101_F05	neurons
X1772096101_G08	neurons
X1772096145_A02	neurons
X1772084014_C01	neurons
X1772084021_G03	neurons
X1772084021_F12	neurons
X1772096128_F09	neurons
X1772096175_A09	neurons
X1772096103_G02	neurons
X1772096145_F11	neurons
X1772096145_A08	neurons
X1772092011_C07	neurons
X1772075309_E05	neurons
X1772092010_C07	neurons
X1772078018_D08	neurons
X1772078019_B10	neurons
X1772092010_A12	neurons
X1772078018_A07	neurons
X1772078019_F08	neurons
X1772078022_G02	neurons
X1772078030_G12	neurons
X1772078014_C05	neurons
X1772096096_A05	neurons
X1772096097_A11	neurons
X1772075310_A10	neurons
X1772096140_A08	neurons
X1772078028_H01	neurons
X1772096140_A02	neurons
X1772092011_D12	neurons
X1772096100_G10	neurons
X1772096138_H06	neurons
X1772092010_B12	neurons
X1772075309_A01	neurons
X1772075310_G10	neurons
X1772058147_A11	neurons
X1772078014_A09	neurons
X1772092008_E07	neurons
X1772096127_A07	neurons
X1772075319_E07	neurons
X1772078018_F04	neurons
X1772096168_E02	neurons
X1772096102_H01	neurons
X1772078028_H06	neurons
X1772096128_E02	neurons
X1772096128_F03	neurons
X1772078023_F05	neurons
X1772075309_B06	neurons
X1772075310_C11	neurons
X1772078029_C04	neurons
X1772096140_D11	neurons
X1772078031_G11	neurons
X1772075305_A08	neurons
X1772096158_C02	neurons
X1772075309_C08	neurons
X1772078028_F12	neurons
X1772096168_D10	neurons
X1772084017_E11	neurons
X1772078018_C04	neurons
X1772096161_A03	neurons
X1772078018_G07	neurons
X1772092008_C06	neurons
X1772078028_F11	neurons
X1772092011_G01	neurons
X1772084021_H01	neurons
X1772078022_G12	neurons
X1772084014_A08	neurons
X1772096171_C02	neurons
X1772092012_A10	neurons
X1772096101_A01	neurons
X1772096103_D06	neurons
X1772092010_E08	neurons
X1772096099_B08	neurons
X1772084017_C09	neurons
X1772096172_E12	neurons
X1772096158_B01	neurons
X1772089188_C05	neurons
X1772096135_D11	neurons
X1772096141_F04	neurons
X1772075310_A04	neurons
X1772096139_C08	neurons
X1772075309_F01	neurons
X1772096168_B07	neurons
X1772058147_E05	neurons
X1772096161_B09	neurons
X1772096096_B12	neurons
X1772096171_C11	neurons
X1772084021_F10	neurons
X1772078029_D09	neurons
X1772058147_G08	neurons
X1772058147_G09	neurons
X1772096099_E06	neurons
X1772096128_B03	neurons
X1772096128_E10	neurons
X1772096145_F04	neurons
X1772078018_A02	neurons
X1772096127_F02	neurons
X1772092008_G02	neurons
X1772096168_D05	neurons
X1772089186_D04	neurons
X1772096101_A05	neurons
X1772058147_C06	neurons
X1772096128_F11	neurons
X1772096138_F04	neurons
X1772096128_D02	neurons
X1772084014_A01	neurons
X1772075310_C08	neurons
X1772078016_F06	neurons
X1772096126_H06	neurons
X1772096139_A03	neurons
X1772078029_C09	neurons
X1772078018_C10	neurons
X1772092011_C03	neurons
X1772096145_F12	neurons
X1772084017_F09	neurons
X1772078018_D03	neurons
X1772084017_A11	neurons
X1772078016_C02	neurons
X1772075305_G03	neurons
X1772078013_F04	neurons
X1772078014_C08	neurons
X1772078016_F03	neurons
X1772078016_E10	neurons
X1772089187_E10	neurons
X1772096132_F11	neurons
X1772096131_C09	neurons
X1772078031_A06	neurons
X1772096099_H08	neurons
X1772075310_H05	neurons
X1772078029_F10	neurons
X1772096165_F02	neurons
X1772096103_C08	neurons
X1772078022_A02	neurons
X1772058147_B04	neurons
X1772058147_C09	neurons
X1772078028_B03	neurons
X1772078029_C03	neurons
X1772078029_E09	neurons
X1772078030_A01	neurons
X1772078014_F04	neurons
X1772078018_G02	neurons
X1772078019_C05	neurons
X1772078022_F02	neurons
X1772092013_G03	neurons
X1772092008_G01	neurons
X1772092011_H12	neurons
X1772096161_C05	neurons
X1772096099_E10	neurons
X1772096100_C03	neurons
X1772096144_E02	neurons
X1772084017_G04	neurons
X1772096096_F03	neurons
X1772078014_E02	neurons
X1772096168_E01	neurons
X1772096135_C09	neurons
X1772075317_G03	neurons
X1772096171_F10	neurons
X1772092008_E08	neurons
X1772096099_H12	neurons
X1772096158_H11	neurons
X1772084014_B08	neurons
X1772058147_G06	neurons
X1772078031_F10	neurons
X1772058147_H08	neurons
X1772092005_F05	neurons
X1772096127_F06	neurons
X1772096162_C09	neurons
X1772096165_C12	neurons
X1772084020_E08	neurons
X1772096162_G04	neurons
X1772078031_G05	neurons
X1772092009_A08	neurons
X1772092011_F01	neurons
X1772096161_D11	neurons
X1772096138_F08	neurons
X1772096138_G11	neurons
X1772096171_E08	neurons
X1772084020_A10	neurons
X1772084021_H04	neurons
X1772084020_G05	neurons
X1772078023_F12	neurons
X1772078022_H02	neurons
X1772078023_A11	neurons
X1772096128_B09	neurons
X1772092005_A08	neurons
X1772092010_F11	neurons
X1772096100_D09	neurons
X1772096127_D06	neurons
X1772078023_D04	neurons
X1772084020_F12	neurons
X1772084017_H11	neurons
X1772092009_G01	neurons
X1772084017_G09	neurons
X1772075319_A06	neurons
X1772078028_D11	neurons
X1772075310_C10	neurons
X1772096161_A05	neurons
X1772078018_F08	neurons
X1772096127_A10	neurons
X1772078018_A09	neurons
X1772075309_B11	neurons
X1772092008_G11	neurons
X1772084017_B01	neurons
X1772078022_B06	neurons
X1772092009_C09	neurons
X1772084017_F05	neurons
X1772096099_A11	neurons
X1772096126_C11	neurons
X1772096135_F01	neurons
X1772092008_F07	neurons
X1772084021_D08	neurons
X1772078022_C05	neurons
X1772092008_G08	neurons
X1772084021_A12	neurons
X1772096172_F08	neurons
X1772078028_D04	neurons
X1772078022_E11	neurons
X1772075310_G11	neurons
X1772078022_E04	neurons
X1772058147_B08	neurons
X1772078017_D05	neurons
X1772075310_G08	neurons
X1772078028_A04	neurons
X1772078016_A03	neurons
X1772096126_D02	neurons
X1772075309_C10	neurons
X1772096158_C06	neurons
X1772078023_A05	neurons
X1772096099_G03	neurons
X1772078017_D10	neurons
X1772078022_F08	neurons
X1772096158_D07	neurons
X1772078017_C10	neurons
X1772075310_C02	neurons
X1772096126_F11	neurons
X1772084014_G06	neurons
X1772078013_A09	neurons
X1772096096_H05	neurons
X1772096136_A09	neurons
X1772096132_C11	neurons
X1772096128_F04	neurons
X1772096096_B07	neurons
X1772096127_G07	neurons
X1772096131_A05	neurons
X1772096162_G02	neurons
X1772078022_E01	neurons
X1772084020_A01	neurons
X1772084021_C09	neurons
X1772096133_D05	neurons
X1772096138_E05	neurons
X1772096138_E06	neurons
X1772096138_H07	neurons
X1772084020_B05	neurons
X1772078014_B09	neurons
X1772096138_F09	neurons
X1772096158_A11	neurons
X1772096168_A06	neurons
X1772075317_F06	neurons
X1772096103_B02	neurons
X1772096144_E08	neurons
X1772096131_B08	neurons
X1772078014_F02	neurons
X1772096141_F02	neurons
X1772096128_A10	neurons
X1772096145_E04	neurons
X1772084014_C08	neurons
X1772084017_C05	neurons
X1772075310_B01	neurons
X1772078030_D06	neurons
X1772078016_B06	neurons
X1772096161_B12	neurons
X1772096132_C05	neurons
X1772096171_A10	neurons
X1772078030_D04	neurons
X1772078014_F06	neurons
X1772078017_H05	neurons
X1772092005_B10	neurons
X1772096097_F08	neurons
X1772096097_D10	neurons
X1772089186_C03	neurons
X1772096102_H07	neurons
X1772084014_F07	neurons
X1772084017_F10	neurons
X1772075304_D03	neurons
X1772084014_E08	neurons
X1772075309_B10	neurons
X1772096128_D06	neurons
X1772084017_B10	neurons
X1772092005_G07	neurons
X1772096131_E07	neurons
X1772096128_C09	neurons
X1772075309_E08	neurons
X1772096171_H02	neurons
X1772084014_D03	neurons
X1772096128_G12	neurons
X1772078029_H01	neurons
X1772096145_A06	neurons
X1772096127_B03	neurons
X1772084021_B04	neurons
X1772084021_A07	neurons
X1772096128_B12	neurons
X1772084017_H02	neurons
X1772084021_F01	neurons
X1772096144_B05	neurons
X1772058147_B11	neurons
X1772078028_D03	neurons
X1772096128_B04	neurons
X1772096128_E08	neurons
X1772084021_D03	neurons
X1772084021_E12	neurons
X1772078016_C05	neurons
X1772058147_F07	neurons
X1772078029_H04	neurons
X1772075310_C05	neurons
X1772058147_D02	neurons
X1772078028_G12	neurons
X1772084021_G06	neurons
X1772096161_E02	neurons
X1772096127_H03	neurons
X1772092008_E11	neurons
X1772058147_D01	neurons
X1772078017_A05	neurons
X1772096127_B08	neurons
X1772075309_D02	neurons
X1772096126_D07	neurons
X1772092005_D11	neurons
X1772075317_B08	neurons
X1772078028_E06	neurons
X1772096168_E08	neurons
X1772078018_E01	neurons
X1772084017_D08	neurons
X1772078028_C02	neurons
X1772075305_B02	neurons
X1772075304_B06	neurons
X1772092005_G05	neurons
X1772075305_E05	neurons
X1772075310_D04	neurons
X1772092013_B11	neurons
X1772096128_G02	neurons
X1772075309_A11	neurons
X1772075319_F12	neurons
X1772075309_G11	neurons
X1772078028_F01	neurons
X1772096127_G06	neurons
X1772096158_F06	neurons
X1772092011_A08	neurons
X1772078017_E10	neurons
X1772058147_C04	neurons
X1772092013_C11	neurons
X1772078030_B09	neurons
X1772092012_H04	neurons
X1772075305_G06	neurons
X1772092008_H10	neurons
X1772084021_D07	neurons
X1772078023_F06	neurons
X1772096128_B01	neurons
X1772096168_F09	neurons
X1772096173_E09	neurons
X1772096135_D12	neurons
X1772092011_G06	neurons
X1772078016_F05	neurons
X1772078017_B04	neurons
X1772096158_B10	neurons
X1772084017_E04	neurons
X1772075305_A07	neurons
X1772078013_F07	neurons
X1772078017_D02	neurons
X1772096158_G09	neurons
X1772084014_G05	neurons
X1772075309_C05	neurons
X1772075317_D10	neurons
X1772075310_D03	neurons
X1772078014_H11	neurons
X1772078018_D01	neurons
X1772078023_H08	neurons
X1772089187_H07	neurons
X1772092005_F08	neurons
X1772096126_A06	neurons
X1772096101_H05	neurons
X1772096133_F01	neurons
X1772096171_E11	neurons
X1772084017_G07	neurons
X1772084021_E10	neurons
X1772078029_E07	neurons
X1772078029_D12	neurons
X1772078014_E01	neurons
X1772075317_B07	neurons
X1772092004_D09	neurons
X1772096127_G01	neurons
X1772096099_C12	neurons
X1772096138_E04	neurons
X1772096171_B04	neurons
X1772084021_A08	neurons
X1772078016_A06	neurons
X1772078016_F04	neurons
X1772078022_A12	neurons
X1772075304_F04	neurons
X1772078028_E12	neurons
X1772078017_E04	neurons
X1772078018_F03	neurons
X1772075317_A08	neurons
X1772078030_G08	neurons
X1772092005_A06	neurons
X1772096100_E05	neurons
X1772096101_F06	neurons
X1772084020_G12	neurons
X1772084021_E01	neurons
X1772084021_F05	neurons
X1772078014_E08	neurons
X1772092009_E12	neurons
X1772092011_E03	neurons
X1772096102_D06	neurons
X1772096172_H04	neurons
X1772078016_B09	neurons
X1772075310_H12	neurons
X1772096139_D12	neurons
X1772078018_C02	neurons
X1772078016_C12	neurons
X1772078014_D01	neurons
X1772096099_F06	neurons
X1772096145_D03	neurons
X1772084014_A10	neurons
X1772075309_C03	neurons
X1772092010_H05	neurons
X1772075304_G03	neurons
X1772096096_E11	neurons
X1772096132_F09	neurons
X1772075319_H02	neurons
X1772075319_G02	neurons
X1772075319_F03	neurons
X1772075319_H01	neurons
X1772075309_F03	neurons
X1772075319_G03	neurons
X1772092010_C03	neurons
X1772078017_A03	neurons
X1772092011_F02	neurons
X1772092011_G02	neurons
X1772096173_F10	neurons
X1772075319_G09	neurons
X1772075319_G08	neurons
X1772096144_B01	neurons
X1772096096_C09	neurons
X1772075319_H08	neurons
X1772096168_F06	neurons
X1772075310_H02	neurons
X1772096128_F02	neurons
X1772075319_C09	neurons
X1772096140_G03	neurons
X1772075310_A02	neurons
X1772075310_C04	neurons
X1772096132_A05	neurons
X1772084021_B10	neurons
X1772096132_A04	neurons
X1772075310_G07	neurons
X1772096096_B01	neurons
X1772096139_C09	neurons
X1772084020_C06	neurons
X1772078028_E01	neurons
X1772078018_D06	neurons
X1772075305_F02	neurons
X1772092012_G08	neurons
X1772078031_B05	neurons
X1772078028_F03	neurons
X1772078029_E08	neurons
X1772078028_B10	neurons
X1772096139_B03	neurons
X1772078031_G06	neurons
X1772058147_E10	neurons
X1772096168_C02	neurons
X1772078028_E07	neurons
X1772078018_B11	neurons
X1772096101_E02	neurons
X1772092008_H06	neurons
X1772058147_A05	neurons
X1772075319_A11	neurons
X1772078028_F08	neurons
X1772075317_A05	neurons
X1772075317_D07	neurons
X1772092005_B12	neurons
X1772084017_C11	neurons
X1772078028_G05	neurons
X1772089187_B05	neurons
X1772092005_G01	neurons
X1772096141_B05	neurons
X1772084017_A04	neurons
X1772089187_H11	neurons
X1772075310_A07	neurons
X1772078028_A07	neurons
X1772078013_H06	neurons
X1772078016_B10	neurons
X1772092012_B05	neurons
X1772096100_D06	neurons
X1772096162_A02	neurons
X1772096162_H09	neurons
X1772096165_B01	neurons
X1772096145_H11	neurons
X1772084017_E08	neurons
X1772096141_G08	neurons
X1772075309_B05	neurons
X1772096161_E11	neurons
X1772096132_C08	neurons
X1772075317_C10	neurons
X1772075310_F04	neurons
X1772075310_B06	neurons
X1772078029_D05	neurons
X1772078022_G07	neurons
X1772092011_D01	neurons
X1772096161_D06	neurons
X1772096100_A03	neurons
X1772096101_C03	neurons
X1772096101_G03	neurons
X1772096101_E04	neurons
X1772096134_F03	neurons
X1772096138_G04	neurons
X1772096144_A11	neurons
X1772096162_B01	neurons
X1772096171_F12	neurons
X1772096128_H11	neurons
X1772096175_F04	neurons
X1772089190_G08	neurons
X1772075309_A09	neurons
X1772084017_D04	neurons
X1772096136_H02	neurons
X1772078028_A11	neurons
X1772096165_C10	neurons
X1772084021_B11	neurons
X1772084021_C11	neurons
X1772096103_B10	neurons
X1772078028_E11	neurons
X1772078031_E12	neurons
X1772096161_C02	neurons
X1772096132_F08	neurons
X1772096138_G05	neurons
X1772096162_C02	neurons
X1772084017_B05	neurons
X1772096141_A08	neurons
X1772096162_E07	neurons
X1772096097_G08	neurons
X1772096099_F07	neurons
X1772096132_C12	neurons
X1772096138_E10	neurons
X1772096165_C03	neurons
X1772096103_D10	neurons
X1772096144_D10	neurons
X1772096144_C02	neurons
X1772075317_D03	neurons
X1772078030_D08	neurons
X1772096127_C12	neurons
X1772096097_H02	neurons
X1772096101_H01	neurons
X1772096134_A12	neurons
X1772096138_H01	neurons
X1772096144_D08	neurons
X1772078028_C12	neurons
X1772096099_G01	neurons
X1772096099_B03	neurons
X1772096135_B05	neurons
X1772096144_A07	neurons
X1772092005_A09	neurons
X1772092013_A03	neurons
X1772092009_B09	neurons
X1772096096_B02	neurons
X1772096144_F09	neurons
X1772096162_D07	neurons
X1772096128_D10	neurons
X1772084021_D06	neurons
X1772078023_D06	neurons
X1772092013_B12	neurons
X1772092008_B07	neurons
X1772092005_F01	neurons
X1772092005_D10	neurons
X1772096127_C03	neurons
X1772078031_G08	neurons
X1772078022_H12	neurons
X1772078023_A10	neurons
X1772096133_A09	neurons
X1772096131_A06	neurons
X1772089186_A05	neurons
X1772092005_D02	neurons
X1772096126_G05	neurons
X1772075310_D01	neurons
X1772078014_H01	neurons
X1772096140_F05	neurons
X1772075309_E01	neurons
X1772075310_F05	neurons
X1772078031_F03	neurons
X1772092005_C01	neurons
X1772096099_A03	neurons
X1772096162_D04	neurons
X1772084017_G10	neurons
X1772096102_F07	neurons
X1772084017_D03	neurons
X1772075305_A04	neurons
X1772092012_A07	neurons
X1772078017_D08	neurons
X1772078031_A11	neurons
X1772092011_A11	neurons
X1772078030_B07	neurons
X1772096138_B11	neurons
X1772092010_E10	neurons
X1772078023_H11	neurons
X1772078028_G03	neurons
X1772092011_C10	neurons
X1772096097_C09	neurons
X1772075304_E07	neurons
X1772078030_G05	neurons
X1772078016_C08	neurons
X1772096139_C01	neurons
X1772096168_E12	neurons
X1772078023_C08	neurons
X1772096127_G10	neurons
X1772078028_A12	neurons
X1772075305_B08	neurons
X1772078029_H07	neurons
X1772096132_B01	neurons
X1772078028_D05	neurons
X1772092010_B06	neurons
X1772092011_B04	neurons
X1772092005_D01	neurons
X1772078031_G02	neurons
X1772078031_E07	neurons
X1772078028_D06	neurons
X1772078031_C01	neurons
X1772096158_A09	neurons
X1772078028_C11	neurons
X1772078031_A08	neurons
X1772078017_H07	neurons
X1772096126_A10	neurons
X1772096162_C05	neurons
X1772096096_E04	neurons
X1772096135_B12	neurons
X1772096128_A05	neurons
X1772084017_E05	neurons
X1772075305_F05	neurons
X1772078017_H12	neurons
X1772096168_E11	neurons
X1772084021_F06	neurons
X1772075319_D01	neurons
X1772078022_D01	neurons
X1772092010_B07	neurons
X1772096168_B02	neurons
X1772096168_F03	neurons
X1772096128_E07	neurons
X1772078030_E09	neurons
X1772084017_E06	neurons
X1772096168_E04	neurons
X1772078023_E08	neurons
X1772078022_D04	neurons
X1772078022_A04	neurons
X1772078023_B02	neurons
X1772096131_A11	neurons
X1772096165_C01	neurons
X1772078016_G02	neurons
X1772078022_D03	neurons
X1772078023_G11	neurons
X1772096173_A06	neurons
X1772096139_A02	neurons
X1772075309_B03	neurons
X1772096132_H02	neurons
X1772084021_F02	neurons
X1772096168_B10	neurons
X1772096097_A09	neurons
X1772084020_E02	neurons
X1772096158_H07	neurons
X1772092004_C08	neurons
X1772096127_E09	neurons
X1772096096_D06	neurons
X1772096097_E02	neurons
X1772096099_D01	neurons
X1772096144_A08	neurons
X1772096162_B02	neurons
X1772096162_G03	neurons
X1772096172_D02	neurons
X1772075310_F03	neurons
X1772096101_G09	neurons
X1772096144_D09	neurons
X1772096144_C12	neurons
X1772075309_D11	neurons
X1772078028_A02	neurons
X1772078029_C05	neurons
X1772084017_B06	neurons
X1772075317_E09	neurons
X1772078014_A02	neurons
X1772078017_B11	neurons
X1772078018_H02	neurons
X1772096136_H07	neurons
X1772096140_G11	neurons
X1772078023_C11	neurons
X1772092010_D03	neurons
X1772096144_B03	neurons
X1772096162_A05	neurons
X1772096145_C12	neurons
X1772084021_F07	neurons
X1772078028_C10	neurons
X1772075319_E08	neurons
X1772096097_G06	neurons
X1772096097_D09	neurons
X1772096103_D08	neurons
X1772096103_H09	neurons
X1772096140_B05	neurons
X1772096165_G02	neurons
X1772096165_G08	neurons
X1772096128_F12	neurons
X1772096096_B10	neurons
X1772096128_G08	neurons
X1772096144_C11	neurons
X1772096165_E07	neurons
X1772096145_E09	neurons
X1772096168_G07	neurons
X1772096103_C09	neurons
X1772078030_A09	neurons
X1772092005_H03	neurons
X1772096133_F06	neurons
X1772096144_F04	neurons
X1772096144_H07	neurons
X1772078016_A09	neurons
